id,cores,threads,name,processor_number,launch_date,lithography,bus_speed,base_frequency,turbo_frequency,configurable_tdp_up_frequency,cache_size,tdp,configurable_tdp_up,price,product_line,socket,memory_type,url,vertical_segment,max_memory_size,status,max_temp,sku,package_size,fullname
814,14,28,Intel Core i9-7940X,i9-7940X,2017-08-01,,8,3100,4300,,19712,165,,,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/126695/intel-core-i97940x-xseries-processor-19-25m-cache-up-to-4-30-ghz/specifications.html,Desktop,134217728,Discontinued,102,126695,,"Intel Core i9-7940X X-series Processor (19.25M Cache, up to 4.30 GHz)"
815,12,24,Intel Core i9-9920X,i9-9920X,2018-11-01,14,8,3500,4400,,19712,165,,1189,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189127/intel-core-i99920x-xseries-processor-19-25m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Discontinued,92,189127,,"Intel Core i9-9920X X-series Processor (19.25M Cache, up to 4.50 GHz)"
816,18,36,Intel Core i9-9980XE,i9-9980XE,2018-11-01,14,8,3000,4400,,25344,165,,1979,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189126/intel-core-i99980xe-extreme-edition-processor-24-75m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Discontinued,84,189126,,"Intel Core i9-9980XE Extreme Edition Processor (24.75M Cache, up to 4.50 GHz)"
817,14,28,Intel Core i9-9940X,i9-9940X,2018-11-01,14,8,3300,4400,,19712,165,,1387,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189125/intel-core-i99940x-xseries-processor-19-25m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Discontinued,88,189125,,"Intel Core i9-9940X X-series Processor (19.25M Cache, up to 4.50 GHz)"
818,10,20,Intel Core i9-9900X,i9-9900X,2018-11-01,14,8,3500,4400,,19712,165,,989,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189124/intel-core-i99900x-xseries-processor-19-25m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Discontinued,92,189124,,"Intel Core i9-9900X X-series Processor (19.25M Cache, up to 4.50 GHz)"
819,16,32,Intel Core i9-9960X,i9-9960X,2018-11-01,14,8,3100,4400,,22528,165,,1684,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189123/intel-core-i99960x-xseries-processor-22m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Discontinued,85,189123,,"Intel Core i9-9960X X-series Processor (22M Cache, up to 4.50 GHz)"
820,8,16,Intel Core i7-9800X,i7-9800X,2018-11-01,14,8,3800,4400,,16896,165,,589,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189122/intel-core-i79800x-xseries-processor-16-5m-cache-up-to-4-50-ghz/specifications.html,Desktop,134217728,Discontinued,95,189122,,"Intel Core i7-9800X X-series Processor (16.5M Cache, up to 4.50 GHz)"
821,10,20,Intel Core i9-9820X,i9-9820X,2018-11-01,14,8,3300,4100,,16896,165,,889,Intel Core X-series Processors,FCLGA2066,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/189121/intel-core-i99820x-xseries-processor-16-5m-cache-up-to-4-20-ghz/specifications.html,Desktop,134217728,Discontinued,92,189121,,"Intel Core i9-9820X X-series Processor (16.5M Cache, up to 4.20 GHz)"
822,12,24,Intel Core i9-10920X,i9-10920X,2019-11-01,14,8,3500,4600,,19712,165,,689,Intel Core X-series Processors,FCLGA2066,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/198012/intel-core-i910920x-xseries-processor-19-25m-cache-3-50-ghz/specifications.html,Desktop,268435456,Launched,94,198012,,"Intel Core i9-10920X X-series Processor (19.25M Cache, 3.50 GHz)"
823,14,28,Intel Core i9-10940X,i9-10940X,2019-11-01,14,8,3300,4600,,19712,165,,784,Intel Core X-series Processors,FCLGA2066,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/198014/intel-core-i910940x-xseries-processor-19-25m-cache-3-30-ghz/specifications.html,Desktop,268435456,Launched,86,198014,,"Intel Core i9-10940X X-series Processor (19.25M Cache, 3.30 GHz)"
824,18,36,Intel Core i9-10980XE,i9-10980XE,2019-11-01,14,8,3000,4600,,25344,165,,979,Intel Core X-series Processors,FCLGA2066,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/198017/intel-core-i910980xe-extreme-edition-processor-24-75m-cache-3-00-ghz/specifications.html,Desktop,268435456,Launched,86,198017,,"Intel Core i9-10980XE Extreme Edition Processor (24.75M Cache, 3.00 GHz)"
825,2,4,Intel Pentium Gold G6505T,G6505T,2021-02-01,14,8,3600,,,4096,35,,75,Intel Pentium Gold Processor Series,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201903/intel-pentium-gold-g6505t-processor-4m-cache-3-60-ghz/specifications.html,Desktop,134217728,Launched,100,201903,37.5mm x 37.5mm,"Intel Pentium Gold G6505T Processor (4M Cache, 3.60 GHz)"
826,8,16,Intel Core i9-10980HK,i9-10980HK,2020-05-01,14,8,2400,5300,3100,16384,45,65,583,10th Generation Intel Core i9 Processors,FCBGA1440,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/201838/intel-core-i910980hk-processor-16m-cache-up-to-5-30-ghz/specifications.html,Mobile,134217728,Launched,100,201838,42mm x 28mm,"Intel Core i9-10980HK Processor (16M Cache, up to 5.30 GHz)"
827,10,20,Intel Core i9-10900T,i9-10900T,2020-05-01,14,8,1900,4600,,20480,35,,439,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/199324/intel-core-i910900t-processor-20m-cache-up-to-4-60-ghz/specifications.html,Desktop,134217728,Launched,100,199324,37.5mm x 37.5mm,"Intel Core i9-10900T Processor (20M Cache, up to 4.60 GHz)"
828,10,20,Intel Core i9-10900,i9-10900,2020-05-01,14,8,2800,5200,,20480,65,,439,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/199328/intel-core-i910900-processor-20m-cache-up-to-5-20-ghz/specifications.html,Desktop,134217728,Launched,100,199328,37.5mm x 37.5mm,"Intel Core i9-10900 Processor (20M Cache, up to 5.20 GHz)"
829,10,20,Intel Core i9-10900F,i9-10900F,2020-05-01,14,8,2800,5200,,20480,65,,422,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/199329/intel-core-i910900f-processor-20m-cache-up-to-5-20-ghz/specifications.html,Desktop,134217728,Launched,100,199329,37.5mm x 37.5mm,"Intel Core i9-10900F Processor (20M Cache, up to 5.20 GHz)"
830,10,20,Intel Core i9-10900KF,i9-10900KF,2020-05-01,14,8,3700,5300,,20480,125,,463,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/199331/intel-core-i910900kf-processor-20m-cache-up-to-5-30-ghz/specifications.html,Desktop,134217728,Launched,100,199331,37.5mm x 37.5mm,"Intel Core i9-10900KF Processor (20M Cache, up to 5.30 GHz)"
831,10,20,Intel Core i9-10900E,i9-10900E,2020-05-01,14,8,2800,4700,,20480,65,,444,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/203902/intel-core-i910900e-processor-20m-cache-up-to-4-70-ghz/specifications.html,Embedded,134217728,Launched,100,203902,37.5mm x 37.5mm,"Intel Core i9-10900E Processor (20M Cache, up to 4.70 GHz)"
832,10,20,Intel Core i9-10900TE,i9-10900TE,2020-05-01,14,8,1800,4500,,20480,35,,444,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/203901/intel-core-i910900te-processor-20m-cache-up-to-4-60-ghz/specifications.html,Embedded,134217728,Launched,100,203901,37.5mm x 37.5mm,"Intel Core i9-10900TE Processor (20M Cache, up to 4.60 GHz)"
833,10,20,Intel Core i9-10900K,i9-10900K,2020-05-01,14,8,3700,5300,,20480,125,,488,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/199332/intel-core-i910900k-processor-20m-cache-up-to-5-30-ghz/specifications.html,Desktop,134217728,Launched,100,199332,37.5mm x 37.5mm,"Intel Core i9-10900K Processor (20M Cache, up to 5.30 GHz)"
834,8,16,Intel Core i9-10885H,i9-10885H,2020-05-01,14,8,2400,5300,,16384,45,,556,10th Generation Intel Core i9 Processors,FCBGA1440,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/203682/intel-core-i910885h-processor-16m-cache-up-to-5-30-ghz/specifications.html,Mobile,134217728,Launched,100,203682,42mm x 28mm,"Intel Core i9-10885H Processor (16M Cache, up to 5.30 GHz)"
835,10,20,Intel Core i9-10850K,i9-10850K,2020-08-01,14,8,3600,5200,,20480,125,,453,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/205904/intel-core-i910850k-processor-20m-cache-up-to-5-20-ghz/specifications.html,Desktop,134217728,Launched,100,205904,37.5mm x 37.5mm,"Intel Core i9-10850K Processor (20M Cache, up to 5.20 GHz)"
836,10,20,Intel Core i9-10910,i9-10910,2020-08-01,14,8,3600,5000,,20480,125,,,10th Generation Intel Core i9 Processors,FCLGA1200,DDR4-2933,https://www.intel.com/content/www/us/en/products/sku/204448/intel-core-i910910-processor-20m-cache-up-to-5-00-ghz/specifications.html,Desktop,134217728,Launched,100,204448,37.5mm x 37.5mm,"Intel Core i9-10910 Processor (20M Cache, up to 5.00 GHz)"
837,8,16,Intel Core i9-11900,i9-11900,2021-02-01,14,8,2500,5200,,16384,65,,439,11th Generation Intel Core i9 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212252/intel-core-i911900-processor-16m-cache-up-to-5-20-ghz/specifications.html,Desktop,134217728,Launched,100,212252,37.5 mm x 37.5 mm,"Intel Core i9-11900 Processor (16M Cache, up to 5.20 GHz)"
838,8,16,Intel Core i9-11900F,i9-11900F,2021-02-01,14,8,2500,5200,,16384,65,,422,11th Generation Intel Core i9 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212254/intel-core-i911900f-processor-16m-cache-up-to-5-20-ghz/specifications.html,Desktop,134217728,Launched,100,212254,37.5 mm x 37.5 mm,"Intel Core i9-11900F Processor (16M Cache, up to 5.20 GHz)"
839,8,16,Intel Core i9-11900T,i9-11900T,2021-02-01,14,8,1500,4900,,16384,35,,439,11th Generation Intel Core i9 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212256/intel-core-i911900t-processor-16m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,212256,37.5 mm x 37.5 mm,"Intel Core i9-11900T Processor (16M Cache, up to 4.90 GHz)"
840,8,16,Intel Core i9-11900KF,i9-11900KF,2021-02-01,14,8,3500,5300,,16384,125,,513,11th Generation Intel Core i9 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212321/intel-core-i911900kf-processor-16m-cache-up-to-5-30-ghz/specifications.html,Desktop,134217728,Launched,100,212321,37.5 mm x 37.5 mm,"Intel Core i9-11900KF Processor (16M Cache, up to 5.30 GHz)"
841,8,16,Intel Core i9-11900K,i9-11900K,2021-02-01,14,8,3500,5300,,16384,125,,539,11th Generation Intel Core i9 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212325/intel-core-i911900k-processor-16m-cache-up-to-5-30-ghz/specifications.html,Desktop,134217728,Launched,100,212325,37.5 mm x 37.5 mm,"Intel Core i9-11900K Processor (16M Cache, up to 5.30 GHz)"
842,8,16,Intel Core i9-11950H,i9-11950H,2021-05-01,10,8,,5000,2600,24576,,45,556,11th Generation Intel Core i9 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213798/intel-core-i911950h-processor-24m-cache-up-to-4-90-ghz/specifications.html,Mobile,134217728,Launched,100,213798,50 x 26.5,"Intel Core i9-11950H Processor (24M Cache, up to 4.90 GHz)"
843,8,16,Intel Core i9-11980HK,i9-11980HK,2021-05-01,10,8,,5000,3300,24576,,65,583,11th Generation Intel Core i9 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213800/intel-core-i911980hk-processor-24m-cache-up-to-5-00-ghz/specifications.html,Mobile,134217728,Launched,100,213800,50 x 26.5,"Intel Core i9-11980HK Processor (24M Cache, up to 5.00 GHz)"
844,8,16,Intel Core i9-11900H,i9-11900H,2021-05-01,10,8,,4900,2500,24576,,45,546,11th Generation Intel Core i9 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213801/intel-core-i911900h-processor-24m-cache-up-to-4-80-ghz/specifications.html,Mobile,134217728,Launched,100,213801,50 x 26.5,"Intel Core i9-11900H Processor (24M Cache, up to 4.80 GHz)"
845,4,8,Intel Core i7-1165G7,i7-1165G7,2020-08-01,10,4,,4700,2800,12288,,28,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/208662/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz/specifications.html,Mobile,67108864,Launched,100,208662,45.5x25,"Intel Core i7-1165G7 Processor (12M Cache, up to 4.70 GHz)"
846,4,8,Intel Core i7-1185G7,i7-1185G7,2020-08-01,10,4,,4800,3000,12288,,28,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/208664/intel-core-i71185g7-processor-12m-cache-up-to-4-80-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,208664,45.5x25,"Intel Core i7-1185G7 Processor (12M Cache, up to 4.80 GHz, with IPU)"
847,4,8,Intel Core i7-1165G7,i7-1165G7,2020-08-01,10,4,,4700,2800,12288,,28,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/208921/intel-core-i71165g7-processor-12m-cache-up-to-4-70-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,208921,45.5x25,"Intel Core i7-1165G7 Processor (12M Cache, up to 4.70 GHz, with IPU)"
848,4,8,Intel Core i7-1185G7E,i7-1185G7E,2020-08-01,10,4,1800,4400,2800,12288,15,28,431,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/208076/intel-core-i71185g7e-processor-12m-cache-up-to-4-40-ghz/specifications.html,Embedded,67108864,Launched,100,208076,46.5x25,"Intel Core i7-1185G7E Processor (12M Cache, up to 4.40 GHz)"
849,4,8,Intel Core i7-1185GRE,i7-1185GRE,2020-08-01,10,4,1800,4400,2800,12288,15,28,490,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267, In-Band ECC",https://www.intel.com/content/www/us/en/products/sku/208082/intel-core-i71185gre-processor-12m-cache-up-to-4-40-ghz/specifications.html,Embedded,67108864,Launched,100,208082,46.5x25,"Intel Core i7-1185GRE Processor (12M Cache, up to 4.40 GHz)"
850,4,8,Intel Core i7-11370H,i7-11370H,2021-02-01,10,,,4800,3300,12288,,35,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/196655/intel-core-i711370h-processor-12m-cache-up-to-4-80-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,196655,46.5x25,"Intel Core i7-11370H Processor (12M Cache, up to 4.80 GHz, with IPU)"
851,4,8,Intel Core i7-11375H,i7-11375H,2021-02-01,10,,,5000,3300,12288,,35,482,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/197384/intel-core-i711375h-processor-12m-cache-up-to-5-00-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,197384,46.5x25,"Intel Core i7-11375H Processor (12M Cache, up to 5.00 GHz, with IPU)"
852,4,8,Intel Core i7-1180G7,i7-1180G7,2021-02-01,10,2,,4600,2200,12288,,15,426,11th Generation Intel Core i7 Processors,FCBGA1598,LPDDR4x-4267,https://www.intel.com/content/www/us/en/products/sku/208663/intel-core-i71180g7-processor-12m-cache-up-to-4-60-ghz-with-ipu/specifications.html,Mobile,33554432,Launched,100,208663,26.5x18.5,"Intel Core i7-1180G7 Processor (12M Cache, up to 4.60 GHz,  with IPU)"
853,8,16,Intel Core i7-11700F,i7-11700F,2021-02-01,14,8,2500,4900,,16384,65,,298,11th Generation Intel Core i7 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212280/intel-core-i711700f-processor-16m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,212280,37.5 mm x 37.5 mm,"Intel Core i7-11700F Processor (16M Cache, up to 4.90 GHz)"
854,8,16,Intel Core i7-11700,i7-11700,2021-02-01,14,8,2500,4900,,16384,65,,323,11th Generation Intel Core i7 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212279/intel-core-i711700-processor-16m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,212279,37.5 mm x 37.5 mm,"Intel Core i7-11700 Processor (16M Cache, up to 4.90 GHz)"
855,8,16,Intel Core i7-11700T,i7-11700T,2021-02-01,14,8,1400,4600,,16384,35,,323,11th Generation Intel Core i7 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212251/intel-core-i711700t-processor-16m-cache-up-to-4-60-ghz/specifications.html,Desktop,134217728,Launched,100,212251,37.5 mm x 37.5 mm,"Intel Core i7-11700T Processor (16M Cache, up to 4.60 GHz)"
856,8,16,Intel Core i7-11700KF,i7-11700KF,2021-02-01,14,8,3600,5000,,16384,125,,374,11th Generation Intel Core i7 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212048/intel-core-i711700kf-processor-16m-cache-up-to-5-00-ghz/specifications.html,Desktop,134217728,Launched,100,212048,37.5 mm x 37.5 mm,"Intel Core i7-11700KF Processor (16M Cache, up to 5.00 GHz)"
857,8,16,Intel Core i7-11700K,i7-11700K,2021-02-01,14,8,3600,5000,,16384,125,,399,11th Generation Intel Core i7 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212047/intel-core-i711700k-processor-16m-cache-up-to-5-00-ghz/specifications.html,Desktop,134217728,Launched,100,212047,37.5 mm x 37.5 mm,"Intel Core i7-11700K Processor (16M Cache, up to 5.00 GHz)"
858,8,16,Intel Core i7-11850H,i7-11850H,2021-05-01,10,8,,4800,2500,24576,,45,395,11th Generation Intel Core i7 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213799/intel-core-i711850h-processor-24m-cache-up-to-4-80-ghz/specifications.html,Mobile,134217728,Launched,100,213799,50 x 26.5,"Intel Core i7-11850H Processor (24M Cache, up to 4.80 GHz)"
859,8,16,Intel Core i7-11800H,i7-11800H,2021-05-01,10,8,,4600,2300,24576,,45,395,11th Generation Intel Core i7 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213803/intel-core-i711800h-processor-24m-cache-up-to-4-60-ghz/specifications.html,Mobile,134217728,Launched,100,213803,50 x 26.5,"Intel Core i7-11800H Processor (24M Cache, up to 4.60 GHz)"
860,8,16,Intel Core i7-11700B,i7-11700B,2021-05-01,10,8,3200,4800,,24576,65,65,,11th Generation Intel Core i7 Processors,,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/128915/intel-core-i711700b-processor-24m-cache-up-to-4-80-ghz/specifications.html,Desktop,134217728,Launched,100,128915,50mm x 26.5mm,"Intel Core i7-11700B Processor (24M Cache, up to 4.80 GHz)"
861,4,8,Intel Core i7-1195G7,i7-1195G7,2021-05-01,10,4,,5000,2900,12288,,28,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/217181/intel-core-i71195g7-processor-12m-cache-up-to-5-00-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,217181,45.5mm x 25mm,"Intel Core i7-1195G7 Processor (12M Cache, up to 5.00 GHz, with IPU)"
862,4,8,Intel Core i7-1195G7,i7-1195G7,2021-05-01,10,4,,5000,2900,12288,,28,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/217187/intel-core-i71195g7-processor-12m-cache-up-to-5-00-ghz/specifications.html,Mobile,67108864,Launched,100,217187,45.5mm x 25mm,"Intel Core i7-1195G7 Processor (12M Cache, up to 5.00 GHz)"
863,4,8,Intel Core i7-11390H,i7-11390H,2021-05-01,10,4,,5000,3400,12288,,35,426,11th Generation Intel Core i7 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/217182/intel-core-i711390h-processor-12m-cache-up-to-5-00-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,217182,45.5mm x 25mm,"Intel Core i7-11390H Processor (12M Cache, up to 5.00 GHz, with IPU)"
864,6,12,Intel Core i7-11600H,i7-11600H,2021-08-01,10,8,,4600,2900,18432,,45,395,11th Generation Intel Core i7 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213802/intel-core-i711600h-processor-18m-cache-up-to-4-60-ghz/specifications.html,Mobile,134217728,Launched,100,213802,50 x 26.5,"Intel Core i7-11600H Processor (18M Cache, up to 4.60 GHz)"
865,2,2,Intel Celeron G5905,G5905,2020-08-01,14,8,3500,,,4096,58,,42,Intel Celeron Processor G Series,FCLGA1200,DDR4-2666,https://www.intel.com/content/www/us/en/products/sku/201899/intel-celeron-processor-g5905-4m-cache-3-50-ghz/specifications.html,Desktop,134217728,Launched,100,201899,37.5mm x 37.5mm,"Intel Celeron Processor G5905 (4M Cache, 3.50 GHz)"
866,4,8,Intel Core i5-1140G7,i5-1140G7,2021-02-01,10,2,,4200,1800,8192,,15,309,11th Generation Intel Core i5 Processors,FCBGA1598,LPDDR4x-4267,https://www.intel.com/content/www/us/en/products/sku/208659/intel-core-i51140g7-processor-8m-cache-up-to-4-20-ghz-with-ipu/specifications.html,Mobile,33554432,Launched,100,208659,26.5x18.5,"Intel Core i5-1140G7 Processor (8M Cache, up to 4.20 GHz, with IPU)"
867,4,8,Intel Core i5-11300H,i5-11300H,2021-02-01,10,,,4400,3100,8192,,35,309,11th Generation Intel Core i5 Processors,FCBGA1449,"DDR4-3200, LPDDR4x-4267",https://www.intel.com/content/www/us/en/products/sku/196656/intel-core-i511300h-processor-8m-cache-up-to-4-40-ghz-with-ipu/specifications.html,Mobile,67108864,Launched,100,196656,50x26.5mm,"Intel Core i5-11300H Processor (8M Cache, up to 4.40 GHz, with IPU)"
868,6,12,Intel Core i5-11600T,i5-11600T,2021-02-01,14,8,1700,4100,,12288,35,,213,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212278/intel-core-i511600t-processor-12m-cache-up-to-4-10-ghz/specifications.html,Desktop,134217728,Launched,100,212278,37.5 mm x 37.5 mm,"Intel Core i5-11600T Processor (12M Cache, up to 4.10 GHz)"
869,6,12,Intel Core i5-11600KF,i5-11600KF,2021-02-01,14,8,3900,4900,,12288,125,,237,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212276/intel-core-i511600kf-processor-12m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,212276,37.5 mm x 37.5 mm,"Intel Core i5-11600KF Processor (12M Cache, up to 4.90 GHz)"
870,6,12,Intel Core i5-11600K,i5-11600K,2021-02-01,14,8,3900,4900,,12288,125,,262,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212275/intel-core-i511600k-processor-12m-cache-up-to-4-90-ghz/specifications.html,Desktop,134217728,Launched,100,212275,37.5 mm x 37.5 mm,"Intel Core i5-11600K Processor (12M Cache, up to 4.90 GHz)"
871,6,12,Intel Core i5-11600,i5-11600,2021-02-01,14,8,2800,4800,,12288,65,,213,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212274/intel-core-i511600-processor-12m-cache-up-to-4-80-ghz/specifications.html,Desktop,134217728,Launched,100,212274,37.5 mm x 37.5 mm,"Intel Core i5-11600 Processor (12M Cache, up to 4.80 GHz)"
872,6,12,Intel Core i5-11400T,i5-11400T,2021-02-01,14,8,1300,3700,,12288,35,,182,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212273/intel-core-i511400t-processor-12m-cache-up-to-3-70-ghz/specifications.html,Desktop,134217728,Launched,100,212273,37.5 mm x 37.5 mm,"Intel Core i5-11400T Processor (12M Cache, up to 3.70 GHz)"
873,6,12,Intel Core i5-11500T,i5-11500T,2021-02-01,14,8,1500,3900,,12288,35,,192,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212272/intel-core-i511500t-processor-12m-cache-up-to-3-90-ghz/specifications.html,Desktop,134217728,Launched,100,212272,37.5 mm x 37.5 mm,"Intel Core i5-11500T Processor (12M Cache, up to 3.90 GHz)"
874,6,12,Intel Core i5-11400F,i5-11400F,2021-02-01,14,8,2600,4400,,12288,65,,157,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212271/intel-core-i511400f-processor-12m-cache-up-to-4-40-ghz/specifications.html,Desktop,134217728,Launched,100,212271,37.5 mm x 37.5 mm,"Intel Core i5-11400F Processor (12M Cache, up to 4.40 GHz)"
875,6,12,Intel Core i5-11400,i5-11400,2021-02-01,14,8,2600,4400,,12288,65,,182,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212270/intel-core-i511400-processor-12m-cache-up-to-4-40-ghz/specifications.html,Desktop,134217728,Launched,100,212270,37.5 mm x 37.5 mm,"Intel Core i5-11400 Processor (12M Cache, up to 4.40 GHz)"
876,6,12,Intel Core i5-11500,i5-11500,2021-02-01,14,8,2700,4600,,12288,65,,192,11th Generation Intel Core i5 Processors,FCLGA1200,DDR4-3200,https://www.intel.com/content/www/us/en/products/sku/212277/intel-core-i511500-processor-12m-cache-up-to-4-60-ghz/specifications.html,Desktop,134217728,Launched,100,212277,37.5 mm x 37.5 mm,"Intel Core i5-11500 Processor (12M Cache, up to 4.60 GHz)"
877,6,12,Intel Core i5-11500H,i5-11500H,2021-05-01,10,8,,4600,2900,12288,,45,250,11th Generation Intel Core i5 Processors,FCBGA1787,Up to 3200 MT/s,https://www.intel.com/content/www/us/en/products/sku/213804/intel-core-i511500h-processor-12m-cache-up-to-4-60-ghz/specifications.html,Mobile,134217728,Launched,100,213804,50 x 26.5,"Intel Core i5-11500H Processor (12M Cache, up to 4.60 GHz)"
